claim_id,claim_date,sale_id,repair_status
CL-61309,08/05/2024,BS-347757,Pending
CL-6093,20/05/2024,YU-570854,Rejected
CL-57947,07/08/2024,TF-0544,Completed
CL-50220,02/04/2024,NH-711675,In Progress
CL-56482,03/08/2024,KM-56796,Completed
CL-78551,03/07/2024,LQ-0528,Completed
CL-23299,04/10/2024,AA-246741,Pending
CL-3542,30/08/2024,TG-9155,Rejected
CL-18958,17/07/2024,ZV-64451,Rejected
CL-99884,26/10/2024,DH-0057,Pending
CL-9362,16/09/2024,VC-07498,Rejected
CL-97355,27/05/2024,AB-801061,Pending
CL-6396,20/04/2024,SX-94008,Completed
CL-77384,24/05/2024,QK-74328,Completed
CL-7117,25/01/2024,GZ-53586,Completed
CL-88045,14/10/2024,FU-15587,Pending
CL-18070,03/05/2024,UH-1288,Pending
CL-24053,09/05/2024,ZZ-421138,In Progress
CL-29532,03/07/2024,UA-96863,Completed
CL-7835,13/05/2024,IX-441874,Pending
CL-2702,27/05/2024,SX-20904,In Progress
CL-8808,13/10/2024,CM-5958,Pending
CL-24603,21/10/2024,HX-68029,Completed
CL-1542,20/09/2024,VC-27751,Rejected
CL-2224,11/09/2024,SO-816715,Rejected
CL-29192,20/04/2024,CD-4973,Pending
CL-14592,28/03/2024,JX-12926,Pending
CL-24580,30/07/2024,EP-3787,Rejected
CL-84797,30/03/2024,DH-0467,Completed
CL-10358,27/09/2024,RV-870864,Rejected
CL-730,28/09/2024,BT-25560,Rejected
CL-9396,18/06/2024,VW-716716,In Progress
CL-5554,11/05/2024,JK-1670,Pending
CL-32893,06/05/2024,UM-138927,In Progress
CL-39496,07/10/2024,XH-915771,In Progress
CL-91801,27/09/2024,AD-45111,In Progress
CL-9547,22/01/2024,PO-8452,Rejected
CL-31801,18/09/2024,TL-277579,In Progress
CL-59194,30/07/2024,MO-382990,Pending
CL-5541,22/03/2024,KT-66682,Completed
CL-52202,27/01/2024,RL-070547,Pending
CL-12483,05/07/2024,RY-4147,Pending
CL-30769,05/08/2024,LP-4005,Completed
CL-29622,01/06/2024,IY-388363,Rejected
CL-37496,22/03/2024,TA-2219,Pending
CL-55466,20/05/2024,UT-1916,Pending
CL-5213,23/01/2024,ZO-8246,In Progress
CL-88915,28/03/2024,YE-0269,Rejected
CL-91104,09/07/2024,QL-613784,Completed
CL-16574,15/03/2024,WB-061642,In Progress
CL-50354,27/07/2024,WK-685173,Pending
CL-51288,06/06/2024,CH-49814,In Progress
CL-56384,20/01/2024,QV-8738,In Progress
CL-48456,28/03/2024,YK-20053,In Progress
CL-45735,21/06/2024,JV-3417,Pending
CL-57232,22/08/2024,WR-277665,Completed
CL-47250,22/05/2024,NT-6103,Completed
CL-3755,09/01/2024,BF-02215,In Progress
CL-8051,11/11/2024,GX-06036,In Progress
CL-79112,01/04/2024,XI-296482,Pending
CL-1620,29/02/2024,HV-8504,In Progress
CL-5784,06/03/2024,WT-583316,In Progress
CL-359,22/06/2024,ED-74382,In Progress
CL-63124,25/04/2024,VE-83349,In Progress
CL-79172,13/06/2024,VL-866042,In Progress
CL-47722,28/09/2024,OZ-99013,Rejected
CL-45919,20/10/2024,FN-785867,Rejected
CL-26868,24/01/2024,ZN-2241,Rejected
CL-4622,12/01/2024,BV-550150,Rejected
CL-2669,20/06/2024,BU-3607,Completed
CL-47001,08/01/2024,MS-8243,Completed
CL-32961,16/03/2024,WE-8098,Pending
CL-77902,15/09/2024,KU-18859,Completed
CL-57555,31/07/2024,YF-96857,In Progress
CL-9447,01/09/2024,IH-271127,Pending
CL-84320,24/07/2024,FH-28949,Rejected
CL-6878,25/01/2024,SJ-012586,In Progress
CL-27144,30/07/2024,GH-83658,Pending
CL-84531,15/01/2024,VL-18677,Rejected
CL-13200,22/07/2024,PL-020462,Completed
CL-4522,15/01/2024,XT-48268,Rejected
CL-95345,20/06/2024,OO-3467,Pending
CL-3151,04/05/2024,PF-69935,Completed
CL-37674,10/10/2024,DI-75004,Completed
CL-83442,01/08/2024,AJ-586000,Pending
CL-42898,05/06/2024,DP-6776,Rejected
CL-29716,20/09/2024,OX-01953,Completed
CL-63977,29/02/2024,BL-2342,In Progress
CL-20251,23/05/2024,TR-88860,Pending
CL-48088,23/03/2024,TN-3687,Completed
CL-30359,19/10/2024,ZP-13614,Rejected
CL-3812,20/07/2024,FY-498733,Rejected
CL-81597,19/09/2024,DG-14692,Pending
CL-1560,25/10/2024,TT-16785,In Progress
CL-10200,19/03/2024,TW-21089,In Progress
CL-75808,27/10/2024,QM-367402,Pending
CL-48500,03/04/2024,NM-70178,In Progress
CL-2779,17/02/2024,ML-17099,Pending
CL-51792,06/01/2024,SF-23392,Rejected
CL-14751,30/09/2024,JQ-0436,Rejected
CL-5389,02/06/2024,TX-2107,Pending
CL-13994,28/05/2024,XA-1046,Rejected
CL-8602,23/09/2024,CI-19941,Completed
CL-64639,10/05/2024,PK-46197,Pending
CL-2916,20/03/2024,NX-2331,In Progress
CL-36860,14/08/2024,QK-622502,Rejected
CL-72140,04/06/2024,LR-3547,Rejected
CL-49823,18/06/2024,ZI-55165,In Progress
CL-39910,18/02/2024,RX-05592,Completed
CL-7722,05/04/2024,BJ-169997,Pending
CL-94169,12/08/2024,BI-652684,In Progress
CL-8553,28/04/2024,IL-28434,Pending
CL-48728,02/06/2024,JE-39730,Completed
CL-55374,20/07/2024,PY-7491,Rejected
CL-31886,29/04/2024,XI-845814,Completed
CL-67814,16/10/2024,NO-713604,In Progress
CL-50348,14/02/2024,NH-237002,Rejected
CL-31569,11/08/2024,YA-198312,Pending
CL-13659,19/04/2024,CI-21708,Completed
CL-53861,29/10/2024,LT-1959,Rejected
CL-8195,16/03/2024,CY-06821,In Progress
CL-7114,26/05/2024,OM-5417,In Progress
CL-7521,01/11/2024,VL-1207,In Progress
CL-70796,18/02/2024,UN-8692,Completed
CL-44946,28/10/2024,MX-98662,In Progress
CL-1352,10/03/2024,IV-30392,Rejected
CL-8783,18/03/2024,OW-2204,In Progress
CL-14532,21/02/2024,VQ-573509,Completed
CL-87015,17/08/2024,LE-48708,Completed
CL-1783,06/05/2024,MN-880671,Completed
CL-99185,24/09/2024,XC-596231,Completed
CL-34743,18/08/2024,IF-4605,Completed
CL-21205,09/11/2024,JJ-05963,Pending
CL-57121,19/04/2024,EF-54193,Rejected
CL-22792,24/08/2024,QO-28208,In Progress
CL-40909,23/10/2024,VM-78062,In Progress
CL-92832,02/09/2024,DY-967078,In Progress
CL-552,06/04/2024,QG-61177,Completed
CL-68590,07/06/2024,BE-3524,In Progress
CL-7394,09/03/2024,YD-898714,Completed
CL-96270,21/03/2024,LG-4634,Pending
CL-88858,08/09/2024,OL-48210,Completed
CL-64027,24/03/2024,QS-100303,Pending
CL-5324,11/07/2024,IA-5159,Pending
CL-93930,21/03/2024,VC-056326,Rejected
CL-18526,31/05/2024,RH-15521,Completed
CL-91738,08/01/2024,TK-73692,In Progress
CL-53384,09/03/2024,OY-008696,In Progress
CL-9876,04/09/2024,XQ-55138,Completed
CL-8459,15/06/2024,MC-439973,In Progress
CL-1238,05/09/2024,XO-98511,In Progress
CL-72497,16/02/2024,TM-67424,Completed
CL-96091,30/08/2024,MD-4393,Pending
CL-218,09/02/2024,FP-33193,Rejected
CL-52294,04/03/2024,UQ-9381,Pending
CL-79279,26/04/2024,DA-368388,In Progress
CL-537,29/06/2024,IN-9617,Completed
CL-6398,30/07/2024,RR-9118,Rejected
CL-8451,05/04/2024,JI-3765,Completed
CL-68290,31/07/2024,PA-91495,Pending
CL-22884,25/10/2024,RR-7431,Pending
CL-84267,20/04/2024,KJ-02827,Pending
CL-88978,01/11/2024,SV-2791,Completed
CL-17043,08/03/2024,CS-6159,Pending
CL-92038,31/08/2024,IM-22679,In Progress
CL-83773,17/08/2024,SR-524804,In Progress
CL-37839,23/08/2024,JL-94566,Rejected
CL-6694,04/03/2024,HA-89578,Pending
CL-18386,01/04/2024,XQ-5087,Completed
CL-102,08/11/2024,MX-04931,In Progress
CL-9237,08/11/2024,AI-469990,Completed
CL-6254,27/07/2024,VE-93943,Rejected
CL-9901,14/06/2024,YG-2793,Pending
CL-6570,10/06/2024,YJ-58680,Pending
CL-1157,01/06/2024,ES-7709,Pending
CL-89775,30/07/2024,HQ-72689,Completed
CL-43057,22/02/2024,PR-77152,Completed
CL-77254,03/04/2024,NX-6882,Pending
CL-46271,24/08/2024,TI-66252,In Progress
CL-1679,10/06/2024,NW-45161,Pending
CL-28758,25/06/2024,ZT-950116,In Progress
CL-23421,05/08/2024,KL-2505,Completed
CL-21967,03/11/2024,SR-3910,In Progress
CL-30289,03/10/2024,GE-668572,Rejected
CL-50010,10/05/2024,YI-7871,Pending
CL-97219,11/05/2024,GU-156749,Pending
CL-3793,24/08/2024,UZ-8028,Rejected
CL-6792,02/05/2024,XL-97504,In Progress
CL-91201,06/09/2024,DA-756933,Rejected
CL-5019,13/01/2024,TR-304698,Pending
CL-21836,25/06/2024,XN-0361,Completed
CL-65253,09/02/2024,KH-614922,Pending
CL-80461,14/02/2024,UP-9073,Rejected
CL-3787,25/04/2024,EK-847733,Rejected
CL-98033,24/06/2024,QC-2910,Rejected
CL-54396,25/08/2024,UN-545176,In Progress
CL-1355,24/05/2024,AI-38573,Completed
CL-73245,18/03/2024,GK-038484,In Progress
CL-20457,14/10/2024,HC-04979,Pending
CL-98873,13/09/2024,NH-5381,Completed
CL-5452,29/02/2024,KI-991688,Completed
CL-41368,11/07/2024,BP-320000,Rejected
CL-2925,28/09/2024,IL-068090,Rejected
CL-61977,09/03/2024,MT-247934,Pending
CL-9855,23/05/2024,PJ-3069,Pending
CL-61184,13/10/2024,FH-19498,Rejected
CL-23501,28/10/2024,MF-732176,Rejected
CL-10476,22/06/2024,VS-1076,Pending
CL-84481,12/06/2024,YN-207063,Completed
CL-91796,11/04/2024,WQ-237259,Rejected
CL-46790,14/05/2024,ZJ-789418,Pending
CL-1464,07/05/2024,ZT-10572,In Progress
CL-2332,30/01/2024,YF-3702,Completed
CL-64542,29/09/2024,FC-6513,Completed
CL-1210,20/06/2024,QW-9754,Completed
CL-37098,05/05/2024,XT-288849,Completed
CL-58784,27/01/2024,ZR-0164,Rejected
CL-4529,09/07/2024,LH-8343,In Progress
CL-8483,17/03/2024,KF-58480,Rejected
CL-54226,02/06/2024,CZ-1490,In Progress
CL-5016,11/04/2024,GT-6814,Completed
CL-63255,24/04/2024,EP-9166,In Progress
CL-63532,13/03/2024,UH-9792,Rejected
CL-50679,27/05/2024,NI-5379,Rejected
CL-78479,10/09/2024,TK-6974,Rejected
CL-96446,10/02/2024,TV-8876,Rejected
CL-36444,19/07/2024,XM-8724,Pending
CL-69892,06/10/2024,TI-6042,Rejected
CL-10955,27/07/2024,OV-41705,In Progress
CL-10526,24/06/2024,KS-547786,Pending
CL-19197,02/06/2024,YM-697220,Completed
CL-77374,21/05/2024,AW-903371,Completed
CL-27814,06/02/2024,DV-13813,Pending
CL-37180,19/05/2024,AE-2211,Rejected
CL-55332,06/05/2024,FK-76915,In Progress
CL-2483,25/04/2024,RY-37653,Completed
CL-94796,03/07/2024,VN-50716,Pending
CL-76116,19/01/2024,JF-173161,In Progress
CL-88103,10/06/2024,HA-154517,Completed
CL-98195,05/07/2024,LJ-394596,In Progress
CL-53043,12/05/2024,SU-7567,Pending
CL-80717,27/09/2024,DD-122017,Pending
CL-45114,06/04/2024,QG-63418,Completed
CL-77589,25/02/2024,DZ-44682,Completed
CL-7385,16/03/2024,GY-30529,Rejected
CL-33938,05/08/2024,SL-01740,In Progress
CL-65545,28/02/2024,UJ-0471,Pending
CL-70933,10/10/2024,MW-33818,In Progress
CL-16769,01/06/2024,UB-953102,Pending
CL-87463,19/05/2024,FR-27542,In Progress
CL-65645,10/04/2024,QZ-01933,Rejected
CL-64443,10/05/2024,EV-7468,Rejected
CL-54948,10/11/2024,MY-449139,Completed
CL-13936,28/05/2024,DM-31693,Rejected
CL-45512,05/08/2024,EW-23487,In Progress
CL-38003,06/09/2024,ZC-491986,Pending
CL-89328,03/05/2024,JR-9968,In Progress
CL-84684,01/11/2024,QK-498502,Pending
CL-9941,09/03/2024,YD-302348,Completed
CL-83165,20/01/2024,LL-140223,In Progress
CL-8825,03/08/2024,XE-60179,In Progress
CL-95092,05/04/2024,EU-7091,Rejected
CL-87216,25/08/2024,RP-7617,Pending
CL-94930,26/03/2024,OI-8986,In Progress
CL-18205,27/10/2024,KK-311559,Rejected
CL-479,26/07/2024,FQ-1286,Rejected
CL-28098,25/09/2024,LN-13294,Rejected
CL-74363,02/09/2024,BH-50553,Completed
CL-39322,17/05/2024,VO-21855,Completed
CL-6651,10/03/2024,BJ-4611,Rejected
CL-18781,23/04/2024,MC-2511,Pending
CL-59845,12/06/2024,IA-796948,Completed
CL-71677,07/01/2024,EQ-95410,Pending
CL-9291,23/06/2024,CX-68768,Pending
CL-95593,03/01/2024,DX-85467,Rejected
CL-40399,20/08/2024,QT-03514,Completed
CL-90297,22/09/2024,RT-1457,Pending
CL-2566,08/07/2024,EQ-098203,Pending
CL-76513,01/11/2024,UN-4409,In Progress
CL-4028,15/08/2024,TC-0903,Completed
CL-57954,20/10/2024,PU-0547,Pending
CL-56399,05/03/2024,BT-4593,Pending
CL-11959,31/03/2024,BE-667796,Rejected
CL-76060,03/07/2024,WN-2735,Rejected
CL-77327,25/05/2024,GN-35028,Pending
CL-15318,15/09/2024,AM-2641,Pending
CL-8233,20/05/2024,XY-893348,Rejected
CL-96887,27/01/2024,TM-6138,Rejected
CL-9107,01/05/2024,ER-41229,Rejected
CL-67870,08/05/2024,SD-18890,Completed
CL-7422,20/02/2024,ZT-017840,In Progress
CL-3593,19/04/2024,CJ-8434,In Progress
CL-89061,10/09/2024,EJ-3237,Rejected
CL-29103,22/02/2024,UH-9054,In Progress
CL-12557,13/10/2024,SS-936799,Rejected
CL-66406,11/02/2024,OB-7617,Rejected
CL-56839,05/01/2024,ZM-59504,In Progress
CL-66314,24/05/2024,RZ-60473,Completed
CL-74535,19/08/2024,PS-1368,Rejected
CL-74198,22/01/2024,UK-399944,Completed
CL-68894,15/01/2024,DI-96677,Pending
CL-58047,04/09/2024,VF-066555,In Progress
CL-51130,11/05/2024,NK-9475,Rejected
CL-26962,12/08/2024,TV-99704,Completed
CL-70516,13/07/2024,OF-458197,Pending
CL-84005,29/09/2024,QJ-58533,In Progress
CL-68568,15/09/2024,WE-117905,Rejected
CL-39911,08/09/2024,VL-33373,Completed
CL-72801,14/02/2024,LD-53414,In Progress
CL-5392,20/03/2024,PP-9208,In Progress
CL-59020,26/06/2024,TM-55463,In Progress
CL-40668,08/05/2024,QP-426768,Completed
CL-49316,28/09/2024,SA-9408,Pending
CL-58277,03/05/2024,TK-6820,Pending
CL-45936,14/03/2024,ZL-74134,Rejected
CL-61135,13/03/2024,LG-727081,Rejected
CL-11943,18/02/2024,AJ-471564,Rejected
CL-7799,29/06/2024,LC-3496,Completed
CL-50694,12/07/2024,OI-44737,Pending
CL-8161,16/06/2024,NF-19365,Rejected
CL-661,18/01/2024,MQ-633090,Pending
CL-2010,01/08/2024,VG-00097,Pending
CL-17052,07/04/2024,GA-75025,Completed
CL-94710,13/05/2024,UN-9236,Pending
CL-48627,20/03/2024,OL-43817,Completed
CL-13250,25/04/2024,UN-8974,Rejected
CL-95471,18/10/2024,VG-838851,In Progress
CL-9202,08/10/2024,BY-61914,Pending
CL-35998,26/07/2024,ME-3101,In Progress
CL-43532,25/08/2024,OV-10157,Completed
CL-95028,14/03/2024,IU-495076,Pending
CL-9041,27/04/2024,ZW-92504,Completed
CL-47182,27/07/2024,AD-79759,In Progress
CL-585,14/01/2024,EJ-070707,Completed
CL-3138,10/11/2024,OR-126033,Completed
CL-81331,19/10/2024,EF-0091,In Progress
CL-6249,13/05/2024,LO-130815,Rejected
CL-98860,21/09/2024,ZI-64312,Rejected
CL-6661,02/08/2024,OI-683965,Rejected
CL-15347,19/03/2024,BL-7714,Completed
CL-40632,12/01/2024,YP-302981,Pending
CL-14945,28/05/2024,BA-51047,Completed
CL-70397,24/06/2024,BJ-0058,In Progress
CL-55014,05/10/2024,HM-45549,Rejected
CL-88181,08/05/2024,HL-1213,Pending
CL-5124,02/11/2024,YI-71299,Rejected
CL-31997,11/08/2024,YN-47585,Rejected
CL-74418,09/03/2024,HH-25402,Completed
CL-55117,11/07/2024,MD-63490,In Progress
CL-65994,06/09/2024,KQ-76310,Pending
CL-1145,13/03/2024,PW-56593,In Progress
CL-55665,15/08/2024,NY-01553,In Progress
CL-3454,15/09/2024,AG-7326,Pending
CL-20443,08/05/2024,DQ-384414,Pending
CL-848,19/08/2024,HY-900405,Rejected
CL-7872,21/06/2024,BX-0318,Pending
CL-1527,30/03/2024,GA-31949,Pending
CL-69312,07/06/2024,KC-83074,Pending
CL-4143,14/04/2024,PF-445217,In Progress
CL-553,20/02/2024,DK-9253,Rejected
CL-85022,29/06/2024,DD-411740,Completed
CL-6971,13/08/2024,LR-4285,Completed
CL-80833,26/03/2024,NL-721560,Rejected
CL-66784,14/10/2024,ID-334860,Pending
CL-9525,10/04/2024,JO-21110,Pending
CL-4527,21/06/2024,MH-9461,Rejected
CL-71489,06/01/2024,OS-021467,Rejected
CL-88437,05/02/2024,AY-11391,Completed
CL-8647,11/06/2024,FH-182825,In Progress
CL-29590,27/04/2024,FV-2321,Rejected
CL-10985,22/08/2024,HB-338571,In Progress
CL-4532,27/04/2024,MX-4548,In Progress
CL-29560,11/06/2024,LM-12290,Rejected
CL-3929,08/06/2024,VQ-68719,Completed
CL-62637,02/09/2024,PJ-6807,Pending
CL-298,15/08/2024,VQ-4352,In Progress
CL-5005,02/06/2024,XZ-09636,Rejected
CL-85738,19/03/2024,RB-459512,In Progress
CL-51534,17/05/2024,VD-0999,Rejected
CL-5037,18/09/2024,QS-219022,Rejected
CL-5272,30/03/2024,GY-7409,Pending
CL-87904,15/09/2024,TT-28338,Rejected
CL-63682,17/08/2024,ZP-370309,Rejected
CL-84881,05/07/2024,KX-4733,Rejected
CL-73637,07/03/2024,WV-5246,Pending
CL-25078,14/07/2024,US-6107,In Progress
CL-6725,06/07/2024,SE-145174,Pending
CL-44036,20/02/2024,IW-142026,Pending
CL-4011,18/09/2024,ZG-99357,In Progress
CL-50623,26/02/2024,ES-8846,In Progress
CL-84407,04/02/2024,AI-192625,In Progress
CL-94158,13/02/2024,BP-74202,Completed
CL-86430,03/05/2024,CL-492104,In Progress
CL-54960,29/02/2024,YK-830282,Rejected
CL-23815,03/09/2024,LI-4929,Completed
CL-22867,10/02/2024,JA-839184,Completed
CL-70015,27/09/2024,NY-0484,Rejected
CL-5564,12/10/2024,XB-44630,Rejected
CL-45230,14/07/2024,PI-651955,Pending
CL-53012,20/02/2024,QC-7530,Completed
CL-76414,18/02/2024,FY-8503,Completed
CL-3352,07/07/2024,DY-761359,Pending
CL-26058,19/08/2024,JA-76062,In Progress
CL-48661,02/07/2024,XS-6152,Pending
CL-50925,02/10/2024,YF-633529,Completed
CL-90936,18/10/2024,JT-4963,In Progress
CL-51814,24/09/2024,KU-86863,Completed
CL-55355,08/11/2024,GL-456805,Pending
CL-88902,17/08/2024,YR-23364,Pending
CL-96389,24/08/2024,ZK-6980,Rejected
CL-8677,14/09/2024,WX-01829,Pending
CL-44453,27/05/2024,UE-22137,Completed
CL-921,24/07/2024,ZM-061517,In Progress
CL-1784,06/05/2024,BJ-22159,Completed
CL-99405,23/03/2024,OG-308772,Completed
CL-524,31/10/2024,PZ-367743,In Progress
CL-28841,21/05/2024,FU-810954,In Progress
CL-93616,11/06/2024,UT-3366,Completed
CL-6738,06/08/2024,AY-60671,Pending
CL-28754,07/03/2024,OF-34096,Pending
CL-7746,22/04/2024,OE-027138,Completed
CL-4216,28/02/2024,KH-1485,Pending
CL-87659,25/07/2024,YS-3429,Completed
CL-8673,24/01/2024,WG-3509,In Progress
CL-64713,16/02/2024,YH-9369,Rejected
CL-5998,03/03/2024,CT-7845,Pending
CL-6623,29/02/2024,GR-3699,Pending
CL-7029,12/08/2024,SD-8786,Rejected
CL-1482,31/01/2024,HY-74945,Completed
CL-89829,11/09/2024,HQ-9067,In Progress
CL-95644,02/08/2024,ZJ-7341,Rejected
CL-5314,13/07/2024,BA-12305,Completed
CL-70990,18/01/2024,OK-3499,In Progress
CL-4007,23/06/2024,ST-8043,In Progress
CL-25059,03/09/2024,TM-47567,Completed
CL-1780,08/04/2024,ZR-6493,In Progress
CL-2438,08/03/2024,OT-2641,Rejected
CL-21587,12/10/2024,VR-1850,In Progress
CL-94055,29/03/2024,NM-5003,Completed
CL-2732,04/06/2024,CA-0189,Rejected
CL-90817,11/03/2024,YM-9130,Pending
CL-88383,08/03/2024,XZ-000462,Rejected
CL-6034,20/04/2024,XP-68300,Rejected
CL-66381,19/05/2024,WD-760846,In Progress
CL-26219,06/04/2024,DH-7199,In Progress
CL-18990,30/10/2024,YQ-82567,Pending
CL-68753,11/01/2024,WK-3073,Completed
CL-96918,08/02/2024,ED-29820,Completed
CL-73759,19/09/2024,BZ-380405,Completed
CL-52083,20/07/2024,AN-046322,Pending
CL-51598,11/08/2024,SA-8466,Rejected
CL-59145,30/06/2024,WV-401370,In Progress
CL-64666,16/01/2024,JM-5858,Completed
CL-2543,25/03/2024,GO-517312,In Progress
CL-9037,09/02/2024,MO-8136,Rejected
CL-72033,12/06/2024,RA-472914,Rejected
CL-44226,22/06/2024,TX-75723,Completed
CL-82538,19/04/2024,TX-502759,Pending
CL-6668,19/06/2024,BQ-4176,Completed
CL-86167,07/06/2024,YX-2168,Pending
CL-21312,03/08/2024,EY-7674,Rejected
CL-31751,25/01/2024,WV-3674,In Progress
CL-9654,07/05/2024,DR-66623,Completed
CL-44613,26/09/2024,NS-90206,Pending
CL-11741,21/09/2024,HZ-53115,Rejected
CL-18563,20/02/2024,OQ-5372,Completed
CL-56927,08/04/2024,MA-940945,Pending
CL-4019,28/08/2024,ZP-09264,In Progress
CL-36649,21/02/2024,FL-13364,Pending
CL-88372,08/10/2024,JN-313905,In Progress
CL-9336,08/04/2024,PZ-845344,Completed
CL-66669,08/09/2024,TZ-0996,Rejected
CL-9968,20/05/2024,JL-2617,Pending
CL-27125,20/09/2024,HU-52390,Pending
CL-90687,02/06/2024,OY-9653,Rejected
CL-2503,11/07/2024,JH-062215,Completed
CL-336,23/06/2024,RJ-9439,Completed
CL-40551,16/10/2024,GV-84937,In Progress
CL-55708,12/01/2024,RV-5339,Pending
CL-4469,24/05/2024,NQ-77605,Pending
CL-51635,21/08/2024,JW-54103,Pending
CL-42734,19/02/2024,BT-5939,Pending
CL-42462,13/03/2024,UB-29289,Pending
CL-14223,25/04/2024,RM-603460,In Progress
CL-93208,18/10/2024,TT-171452,Pending
CL-76002,02/04/2024,VZ-40343,Pending
CL-1636,11/09/2024,YM-3837,Rejected
CL-1339,09/04/2024,YH-672855,In Progress
CL-69662,09/07/2024,UT-79805,Rejected
CL-79104,23/03/2024,KF-6748,In Progress
CL-52733,05/05/2024,QR-1032,Pending
CL-16199,28/03/2024,LW-1258,Completed
CL-36797,04/11/2024,NV-943507,Rejected
CL-37918,10/09/2024,GQ-223816,Pending
CL-88630,17/10/2024,NK-3310,Rejected
CL-56647,12/07/2024,FK-53781,In Progress
CL-6229,29/10/2024,LA-49123,In Progress
CL-31192,20/07/2024,NP-317156,Completed
CL-74892,11/03/2024,FV-3189,Pending
CL-51366,01/02/2024,UY-472257,Rejected
CL-41397,31/10/2024,VF-09548,Completed
CL-9782,16/09/2024,TH-9833,In Progress
CL-50757,28/01/2024,UC-96375,Completed
CL-48467,02/05/2024,GE-3516,Rejected
CL-7429,18/10/2024,SU-434139,Completed
CL-87191,12/10/2024,EO-057103,Pending
CL-2299,13/08/2024,TK-5334,Pending
CL-6529,26/08/2024,DY-8436,Pending
CL-41188,19/07/2024,AB-65852,Pending
CL-87590,03/02/2024,ET-910957,In Progress
CL-44485,19/06/2024,ME-939449,Completed
CL-5158,14/02/2024,BI-3373,Rejected
CL-51265,29/10/2024,JO-791256,Pending
CL-39674,10/11/2024,NC-82925,Rejected
CL-7900,09/09/2024,YU-70368,In Progress
CL-46941,08/04/2024,WM-21219,Completed
CL-19068,19/06/2024,RO-8671,In Progress
CL-33482,25/08/2024,YQ-6962,Pending
CL-39564,04/09/2024,DW-763360,In Progress
CL-19235,27/09/2024,NY-41339,In Progress
CL-63767,07/04/2024,OX-284580,Completed
CL-2444,16/02/2024,KO-61566,Pending
CL-48398,09/11/2024,BX-7860,In Progress
CL-18106,30/01/2024,GE-750166,Pending
CL-19296,24/09/2024,ZH-6187,Rejected
CL-10864,15/09/2024,EM-222286,Rejected
CL-9669,24/03/2024,CW-86090,Completed
CL-55491,04/03/2024,MI-393539,Rejected
CL-59915,07/07/2024,PC-28867,In Progress
CL-2765,24/01/2024,ZV-24891,Completed
CL-1932,17/03/2024,WQ-3678,In Progress
CL-26098,12/05/2024,DX-297078,In Progress
CL-9911,26/09/2024,MW-67063,In Progress
CL-48709,29/01/2024,OY-16416,Pending
CL-54459,13/06/2024,ZZ-597365,In Progress
CL-876,27/09/2024,IJ-26996,Rejected
CL-79213,26/06/2024,DJ-09390,Completed
CL-9332,06/10/2024,MT-66828,Pending
CL-98566,22/01/2024,SY-1293,In Progress
CL-30926,06/05/2024,JX-6256,In Progress
CL-48414,12/04/2024,WO-56683,In Progress
CL-27242,31/01/2024,XS-075262,Pending
CL-618,20/07/2024,IM-103278,Completed
CL-23867,12/05/2024,FF-86898,Rejected
CL-51594,11/03/2024,XT-32156,Pending
CL-7528,13/03/2024,BC-56659,Rejected
CL-11566,02/10/2024,OJ-4983,In Progress
CL-63738,06/05/2024,TG-566681,Completed
CL-57883,01/06/2024,IY-0088,Rejected
CL-31890,20/10/2024,CA-68236,Rejected
CL-42368,02/08/2024,UP-4696,Completed
CL-18221,11/06/2024,WF-4897,Pending
CL-60352,13/06/2024,QU-26000,In Progress
CL-118,19/03/2024,UT-66422,Rejected
